ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Classification,Family_Glottocode,Family_Name,Language_Glottocode,Language_Name,Level,Status
zhab1238,Zhaba,Eurasia,30.7416,100.983,zhab1238,zhb,sino1245/burm1265/naqi1236/qian1263,sino1245,Sino-Tibetan,zhab1238,Zhaba,language,shifting
pumi1242,Pumi,,,,pumi1242,,sino1245/burm1265/naqi1236/qian1263,sino1245,Sino-Tibetan,,,family,
rgya1241,Gyalrongic,,,,rgya1241,,sino1245/burm1265/naqi1236/qian1263,sino1245,Sino-Tibetan,,,family,
tang1334,Tangut,Eurasia,38.894904,102.246464,tang1334,txg,sino1245/burm1265/naqi1236/qian1263,sino1245,Sino-Tibetan,tang1334,Tangut,language,extinct
quey1238,Queyu,Eurasia,30.3113,100.813,quey1238,qvy,sino1245/burm1265/naqi1236/qian1263,sino1245,Sino-Tibetan,quey1238,Queyu,language,shifting
uncl1511,Unclassified Qiangic,,,,uncl1511,,sino1245/burm1265/naqi1236/qian1263,sino1245,Sino-Tibetan,,,family,
qian1264,Qiang,,,,qian1264,,sino1245/burm1265/naqi1236/qian1263,sino1245,Sino-Tibetan,,,family,
west2417,Western Muya,Eurasia,,,west2417,,sino1245/burm1265/naqi1236/qian1263/muya1239,sino1245,Sino-Tibetan,muya1239,Muya,dialect,
east2351,Eastern Muya,Eurasia,,,east2351,,sino1245/burm1265/naqi1236/qian1263/muya1239,sino1245,Sino-Tibetan,muya1239,Muya,dialect,
nort2723,Northern Pumi,Eurasia,28.6626,101.305,nort2723,pmi,sino1245/burm1265/naqi1236/qian1263/pumi1242,sino1245,Sino-Tibetan,nort2723,Northern Pumi,language,threatened
sout2729,Southern Pumi,Eurasia,27.8408,100.622,sout2729,pmj,sino1245/burm1265/naqi1236/qian1263/pumi1242,sino1245,Sino-Tibetan,sout2729,Southern Pumi,language,threatened
taob1238,Taoba,Eurasia,,,taob1238,,sino1245/burm1265/naqi1236/qian1263/pumi1242/nort2723,sino1245,Sino-Tibetan,nort2723,Northern Pumi,dialect,
zuos1234,Zuŏsuŏ,,,,zuos1234,,sino1245/burm1265/naqi1236/qian1263/pumi1242/nort2723,sino1245,Sino-Tibetan,nort2723,Northern Pumi,dialect,
labo1245,Lābó Pumi,,,,labo1245,,sino1245/burm1265/naqi1236/qian1263/pumi1242/nort2723,sino1245,Sino-Tibetan,nort2723,Northern Pumi,dialect,
sany1234,Sānyǎnlóng,,,,sany1234,,sino1245/burm1265/naqi1236/qian1263/pumi1242/nort2723,sino1245,Sino-Tibetan,nort2723,Northern Pumi,dialect,
jisu1234,Jīsū,,,,jisu1234,,sino1245/burm1265/naqi1236/qian1263/pumi1242/nort2723,sino1245,Sino-Tibetan,nort2723,Northern Pumi,dialect,
mudi1234,Mùdǐqīng Pumi,,,,mudi1234,,sino1245/burm1265/naqi1236/qian1263/pumi1242/nort2723,sino1245,Sino-Tibetan,nort2723,Northern Pumi,dialect,
taob1239,Táobā,,,,taob1239,,sino1245/burm1265/naqi1236/qian1263/pumi1242/nort2723,sino1245,Sino-Tibetan,nort2723,Northern Pumi,dialect,
tuoq1234,Tuōqī Pumi,,,,tuoq1234,,sino1245/burm1265/naqi1236/qian1263/pumi1242/nort2723,sino1245,Sino-Tibetan,nort2723,Northern Pumi,dialect,
west2926,Western Pumi,,,,west2926,,sino1245/burm1265/naqi1236/qian1263/pumi1242/sout2729,sino1245,Sino-Tibetan,sout2729,Southern Pumi,dialect,
cent2357,Central Pumi,,,,cent2357,,sino1245/burm1265/naqi1236/qian1263/pumi1242/sout2729,sino1245,Sino-Tibetan,sout2729,Southern Pumi,dialect,
qing1238,Qinghua Pumi,Eurasia,,,qing1238,,sino1245/burm1265/naqi1236/qian1263/pumi1242/sout2729/west2926,sino1245,Sino-Tibetan,sout2729,Southern Pumi,dialect,
daya1246,Dayang Pumi,,,,daya1246,,sino1245/burm1265/naqi1236/qian1263/pumi1242/sout2729/west2926,sino1245,Sino-Tibetan,sout2729,Southern Pumi,dialect,
xich1234,Xichuan Pumi,,,,xich1234,,sino1245/burm1265/naqi1236/qian1263/pumi1242/sout2729/cent2357,sino1245,Sino-Tibetan,sout2729,Southern Pumi,dialect,
xiny1234,Xinyingpan Pumi,,,,xiny1234,,sino1245/burm1265/naqi1236/qian1263/pumi1242/sout2729/cent2357,sino1245,Sino-Tibetan,sout2729,Southern Pumi,dialect,
renh1234,Renhe Pumi,,,,renh1234,,sino1245/burm1265/naqi1236/qian1263/pumi1242/sout2729/cent2357,sino1245,Sino-Tibetan,sout2729,Southern Pumi,dialect,
horp1241,Horpa-Khroskyabs,,,,horp1241,,sino1245/burm1265/naqi1236/qian1263/rgya1241,sino1245,Sino-Tibetan,,,family,
core1262,Core Gyalrong,,,,core1262,,sino1245/burm1265/naqi1236/qian1263/rgya1241,sino1245,Sino-Tibetan,,,family,
horp1240,Horpa,,,,horp1240,,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241,sino1245,Sino-Tibetan,,,family,
guan1266,Khroskyabs,Eurasia,31.5655,101.928,guan1266,jiq,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241,sino1245,Sino-Tibetan,guan1266,Khroskyabs,language,not endangered
shan1274,Stodsde,Eurasia,32.225,102.63,shan1274,jih,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241/horp1240,sino1245,Sino-Tibetan,shan1274,Stodsde,language,threatened
horp1239,Stau-Dgebshes,Eurasia,31.1026,101.72,horp1239,ero,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241/horp1240,sino1245,Sino-Tibetan,horp1239,Stau-Dgebshes,language,threatened
dayi1243,Dayili,Eurasia,,,dayi1243,,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241/horp1240/shan1274,sino1245,Sino-Tibetan,shan1274,Stodsde,dialect,
puxi1242,Puxi,Eurasia,,,puxi1242,,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241/horp1240/shan1274,sino1245,Sino-Tibetan,shan1274,Stodsde,dialect,
zong1241,Zongke,Eurasia,,,zong1241,,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241/horp1240/shan1274,sino1245,Sino-Tibetan,shan1274,Stodsde,dialect,
phos1234,Phosul,,,,phos1234,,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241/horp1240/horp1239,sino1245,Sino-Tibetan,horp1239,Stau-Dgebshes,dialect,
dgeb1234,Dgebshes,,,,dgeb1234,,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241/horp1240/horp1239,sino1245,Sino-Tibetan,horp1239,Stau-Dgebshes,dialect,
daof1238,Rtau,Eurasia,,,daof1238,,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241/horp1240/horp1239,sino1245,Sino-Tibetan,horp1239,Stau-Dgebshes,dialect,
gesh1238,Geshiza,Eurasia,,,gesh1238,,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241/horp1240/horp1239,sino1245,Sino-Tibetan,horp1239,Stau-Dgebshes,dialect,
taiy1241,Taiyanghe,Eurasia,,,taiy1241,,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241/guan1266,sino1245,Sino-Tibetan,guan1266,Khroskyabs,dialect,
xiao1245,Xiaoyili,Eurasia,,,xiao1245,,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241/guan1266,sino1245,Sino-Tibetan,guan1266,Khroskyabs,dialect,
muer1238,Muerzong,Eurasia,,,muer1238,,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241/guan1266,sino1245,Sino-Tibetan,guan1266,Khroskyabs,dialect,
erga1238,Ergali,Eurasia,,,erga1238,,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241/guan1266,sino1245,Sino-Tibetan,guan1266,Khroskyabs,dialect,
yelo1242,Yelong,Eurasia,,,yelo1242,,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241/guan1266,sino1245,Sino-Tibetan,guan1266,Khroskyabs,dialect,
guan1252,Guanyingqiao,Eurasia,,,guan1252,,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241/guan1266,sino1245,Sino-Tibetan,guan1266,Khroskyabs,dialect,
siya1242,Siyaowu,Eurasia,,,siya1242,,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241/guan1266,sino1245,Sino-Tibetan,guan1266,Khroskyabs,dialect,
eree1240,Ere (China),Eurasia,,,eree1240,,sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241/guan1266,sino1245,Sino-Tibetan,guan1266,Khroskyabs,dialect,
jiar1240,Northern Gyalrong,Eurasia,31.60295,102.22875,jiar1240,jya,sino1245/burm1265/naqi1236/qian1263/rgya1241/core1262,sino1245,Sino-Tibetan,,,family,not endangered
situ1238,Situ,Eurasia,31.590536,102.660664,situ1238,,sino1245/burm1265/naqi1236/qian1263/rgya1241/core1262,sino1245,Sino-Tibetan,situ1238,Situ,language,
zbua1234,Zbu,Eurasia,,,zbua1234,,sino1245/burm1265/naqi1236/qian1263/rgya1241/core1262/jiar1240,sino1245,Sino-Tibetan,zbua1234,Zbu,language,shifting
japh1234,Japhug,Eurasia,32.1,102.36,japh1234,,sino1245/burm1265/naqi1236/qian1263/rgya1241/core1262/jiar1240,sino1245,Sino-Tibetan,japh1234,Japhug,language,shifting
tsho1240,Tshobdun,Eurasia,32.18,101.84,tsho1240,,sino1245/burm1265/naqi1236/qian1263/rgya1241/core1262/jiar1240,sino1245,Sino-Tibetan,tsho1240,Tshobdun,language,
sida1238,Sidaba,Eurasia,,,sida1238,,sino1245/burm1265/naqi1236/qian1263/rgya1241/core1262/jiar1240/zbua1234,sino1245,Sino-Tibetan,zbua1234,Zbu,dialect,
gdon1234,Gdongbrgyad-Kamnyu,,,,gdon1234,,sino1245/burm1265/naqi1236/qian1263/rgya1241/core1262/jiar1240/japh1234,sino1245,Sino-Tibetan,japh1234,Japhug,dialect,
dats1234,Datshang,,,,dats1234,,sino1245/burm1265/naqi1236/qian1263/rgya1241/core1262/jiar1240/japh1234,sino1245,Sino-Tibetan,japh1234,Japhug,dialect,
maer1238,Maerkang,Eurasia,,,maer1238,,sino1245/burm1265/naqi1236/qian1263/rgya1241/core1262/situ1238,sino1245,Sino-Tibetan,situ1238,Situ,dialect,
lixi1238,Lixian,Eurasia,,,lixi1238,,sino1245/burm1265/naqi1236/qian1263/rgya1241/core1262/situ1238,sino1245,Sino-Tibetan,situ1238,Situ,dialect,
jinc1238,Jinchuan,Eurasia,,,jinc1238,,sino1245/burm1265/naqi1236/qian1263/rgya1241/core1262/situ1238,sino1245,Sino-Tibetan,situ1238,Situ,dialect,
xiao1244,Xiaojin,Eurasia,,,xiao1244,,sino1245/burm1265/naqi1236/qian1263/rgya1241/core1262/situ1238,sino1245,Sino-Tibetan,situ1238,Situ,dialect,
drag1234,Drag-yab,Eurasia,,,drag1234,,sino1245/burm1265/naqi1236/qian1263/uncl1511,sino1245,Sino-Tibetan,drag1234,Drag-yab,language,
lamo1245,Lamo,Eurasia,,,lamo1245,,sino1245/burm1265/naqi1236/qian1263/uncl1511,sino1245,Sino-Tibetan,lamo1245,Lamo,language,
zlar1234,Zlarong,Eurasia,,,zlar1234,,sino1245/burm1265/naqi1236/qian1263/uncl1511,sino1245,Sino-Tibetan,zlar1234,Zlarong,language,
sout2728,Southern Qiang,Eurasia,31.5392,103.384,sout2728,qxs,sino1245/burm1265/naqi1236/qian1263/qian1264,sino1245,Sino-Tibetan,sout2728,Southern Qiang,language,shifting
upst1234,Upstream-Nu Qiang,,,,upst1234,,sino1245/burm1265/naqi1236/qian1263/qian1264,sino1245,Sino-Tibetan,,,family,
inwa1234,Inward-ji Southern Qiang,,,,inwa1234,,sino1245/burm1265/naqi1236/qian1263/qian1264/sout2728,sino1245,Sino-Tibetan,sout2728,Southern Qiang,dialect,
down1240,Downward-e Southern Qiang,,,,down1240,,sino1245/burm1265/naqi1236/qian1263/qian1264/sout2728,sino1245,Sino-Tibetan,sout2728,Southern Qiang,dialect,
long1374,Longxi Qiang,Eurasia,,,long1374,,sino1245/burm1265/naqi1236/qian1263/qian1264/sout2728/inwa1234,sino1245,Sino-Tibetan,sout2728,Southern Qiang,dialect,
mian1253,Mianchi Qiang,Eurasia,,,mian1253,,sino1245/burm1265/naqi1236/qian1263/qian1264/sout2728/inwa1234,sino1245,Sino-Tibetan,sout2728,Southern Qiang,dialect,
daji1238,Dajishan,Eurasia,,,daji1238,,sino1245/burm1265/naqi1236/qian1263/qian1264/sout2728/down1240,sino1245,Sino-Tibetan,sout2728,Southern Qiang,dialect,
east2793,Eastern Lixian Qiang,,,,east2793,,sino1245/burm1265/naqi1236/qian1263/qian1264/sout2728/down1240,sino1245,Sino-Tibetan,sout2728,Southern Qiang,dialect,
tong1330,Tonghua Qiang,,,,tong1330,,sino1245/burm1265/naqi1236/qian1263/qian1264/sout2728/down1240/east2793,sino1245,Sino-Tibetan,sout2728,Southern Qiang,dialect,
taop1238,Taoping Qiang,Eurasia,,,taop1238,,sino1245/burm1265/naqi1236/qian1263/qian1264/sout2728/down1240/east2793,sino1245,Sino-Tibetan,sout2728,Southern Qiang,dialect,
sout3257,Southeast Maoxian Qiang,Eurasia,31.852418,103.828678,sout3257,,sino1245/burm1265/naqi1236/qian1263/qian1264/upst1234,sino1245,Sino-Tibetan,sout3257,Southeast Maoxian Qiang,language,shifting
nort2722,Northern Qiang,Eurasia,32.2766,103.192,nort2722,cng,sino1245/burm1265/naqi1236/qian1263/qian1264/upst1234,sino1245,Sino-Tibetan,nort2722,Northern Qiang,language,shifting
yong1287,Yonghe Qiang,,,,yong1287,,sino1245/burm1265/naqi1236/qian1263/qian1264/upst1234/sout3257,sino1245,Sino-Tibetan,sout3257,Southeast Maoxian Qiang,dialect,
gouk1234,Goukou Qiang,,,,gouk1234,,sino1245/burm1265/naqi1236/qian1263/qian1264/upst1234/sout3257,sino1245,Sino-Tibetan,sout3257,Southeast Maoxian Qiang,dialect,
jiao1241,Jiaochang,Eurasia,,,jiao1241,,sino1245/burm1265/naqi1236/qian1263/qian1264/upst1234/nort2722,sino1245,Sino-Tibetan,nort2722,Northern Qiang,dialect,
luhu1242,Luhua,Eurasia,,,luhu1242,,sino1245/burm1265/naqi1236/qian1263/qian1264/upst1234/nort2722,sino1245,Sino-Tibetan,nort2722,Northern Qiang,dialect,
west2876,West Maoxian-South Heishui Qiang,,,,west2876,,sino1245/burm1265/naqi1236/qian1263/qian1264/upst1234/nort2722,sino1245,Sino-Tibetan,nort2722,Northern Qiang,dialect,
heih1238,Heihu,Eurasia,,,heih1238,,sino1245/burm1265/naqi1236/qian1263/qian1264/upst1234/nort2722,sino1245,Sino-Tibetan,nort2722,Northern Qiang,dialect,
sout3258,South Songpan,,,,sout3258,,sino1245/burm1265/naqi1236/qian1263/qian1264/upst1234/nort2722,sino1245,Sino-Tibetan,nort2722,Northern Qiang,dialect,
cimu1238,Cimulin,Eurasia,,,cimu1238,,sino1245/burm1265/naqi1236/qian1263/qian1264/upst1234/nort2722,sino1245,Sino-Tibetan,nort2722,Northern Qiang,dialect,
weig1238,Weigu,Eurasia,,,weig1238,,sino1245/burm1265/naqi1236/qian1263/qian1264/upst1234/nort2722/west2876,sino1245,Sino-Tibetan,nort2722,Northern Qiang,dialect,
yadu1238,Yadu,Eurasia,,,yadu1238,,sino1245/burm1265/naqi1236/qian1263/qian1264/upst1234/nort2722/west2876,sino1245,Sino-Tibetan,nort2722,Northern Qiang,dialect,
sanl1247,Sanlong,Eurasia,,,sanl1247,,sino1245/burm1265/naqi1236/qian1263/qian1264/upst1234/nort2722/west2876,sino1245,Sino-Tibetan,nort2722,Northern Qiang,dialect,
shix1238,Shixing,Eurasia,28.3895,100.4,shix1238,sxg,sino1245/burm1265/naqi1236/naic1235,sino1245,Sino-Tibetan,shix1238,Shixing,language,shifting
nais1236,Naish,,,,nais1236,,sino1245/burm1265/naqi1236/naic1235,sino1245,Sino-Tibetan,,,family,
namu1246,Namuyi,Eurasia,28.5909,101.898,namu1246,nmy,sino1245/burm1265/naqi1236/naic1235,sino1245,Sino-Tibetan,namu1246,Namuyi,language,shifting
naxi1245,Naxi,Eurasia,27.5,100.0,naxi1245,nxq,sino1245/burm1265/naqi1236/naic1235/nais1236,sino1245,Sino-Tibetan,naxi1245,Naxi,language,not endangered
yong1270,Yongning Na,Eurasia,27.8,100.9,yong1270,nru,sino1245/burm1265/naqi1236/naic1235/nais1236,sino1245,Sino-Tibetan,yong1270,Yongning Na,language,not endangered
laze1238,Laze,Eurasia,27.85,101.45,laze1238,,sino1245/burm1265/naqi1236/naic1235/nais1236,sino1245,Sino-Tibetan,laze1238,Laze,language,
lapa1246,Lapao,Eurasia,,,lapa1246,,sino1245/burm1265/naqi1236/naic1235/nais1236/naxi1245,sino1245,Sino-Tibetan,naxi1245,Naxi,dialect,
lich1241,Lichiang,Eurasia,,,lich1241,,sino1245/burm1265/naqi1236/naic1235/nais1236/naxi1245,sino1245,Sino-Tibetan,naxi1245,Naxi,dialect,
luti1241,Lutien,Eurasia,,,luti1241,,sino1245/burm1265/naqi1236/naic1235/nais1236/naxi1245,sino1245,Sino-Tibetan,naxi1245,Naxi,dialect,
east2350,Eastern Namuyi,Eurasia,,,east2350,,sino1245/burm1265/naqi1236/naic1235/namu1246,sino1245,Sino-Tibetan,namu1246,Namuyi,dialect,
west2416,Western Namuyi,Eurasia,,,west2416,,sino1245/burm1265/naqi1236/naic1235/namu1246,sino1245,Sino-Tibetan,namu1246,Namuyi,dialect,
mond1269,Mondzish,,,,mond1269,,sino1245/burm1265/lolo1265,sino1245,Sino-Tibetan,,,family,
unun9953,Unclassified Lolo-Burmese,,,,unun9953,,sino1245/burm1265/lolo1265,sino1245,Sino-Tibetan,,,family,
lolo1267,Loloish,,,,lolo1267,,sino1245/burm1265/lolo1265,sino1245,Sino-Tibetan,,,family,
ugon1239,Ugong,Eurasia,14.2408,100.098,ugon1239,ugo,sino1245/burm1265/lolo1265,sino1245,Sino-Tibetan,ugon1239,Ugong,language,nearly extinct
burm1266,Burmish,,,,burm1266,,sino1245/burm1265/lolo1265,sino1245,Sino-Tibetan,,,family,
kath1251,Thou-Kathu,Eurasia,24.2,105.1,kath1251,ykt,sino1245/burm1265/lolo1265/mond1269,sino1245,Sino-Tibetan,kath1251,Thou-Kathu,language,shifting
mond1268,Nuclear Mondzish,,,,mond1268,,sino1245/burm1265/lolo1265/mond1269,sino1245,Sino-Tibetan,,,family,
mang1429,Mango (China),Eurasia,23.742269,105.431392,mang1429,,sino1245/burm1265/lolo1265/mond1269/mond1268,sino1245,Sino-Tibetan,mang1429,Mango (China),language,
mond1267,Mondzi,Eurasia,23.446095,105.416304,mond1267,,sino1245/burm1265/lolo1265/mond1269/mond1268,sino1245,Sino-Tibetan,mond1267,Mondzi,language,
maza1306,Maza,Eurasia,23.546095,105.516304,maza1306,,sino1245/burm1265/lolo1265/mond1269/mond1268,sino1245,Sino-Tibetan,maza1306,Maza,language,
maan1239,Maang,Eurasia,23.555104,105.70091,maan1239,,sino1245/burm1265/lolo1265/mond1269/mond1268,sino1245,Sino-Tibetan,maan1239,Maang,language,shifting
mant1265,Mantsi,Eurasia,23.1829,105.405,mant1265,nty,sino1245/burm1265/lolo1265/mond1269/mond1268,sino1245,Sino-Tibetan,mant1265,Mantsi,language,shifting
muan1234,Muangphe,Eurasia,23.631962,105.182285,muan1234,,sino1245/burm1265/lolo1265/mond1269/mond1268,sino1245,Sino-Tibetan,muan1234,Muangphe,language,
pail1244,Pai-lang,Eurasia,,,pail1244,,sino1245/burm1265/lolo1265/unun9953,sino1245,Sino-Tibetan,pail1244,Pai-lang,language,extinct
laho1234,Lahoid,,,,laho1234,,sino1245/burm1265/lolo1265/lolo1267,sino1245,Sino-Tibetan,,,family,
nili1235,Ni-Li-Kazhouish,,,,nili1235,,sino1245/burm1265/lolo1265/lolo1267,sino1245,Sino-Tibetan,,,family,
phol1235,Pholo,Eurasia,23.667,104.238,phol1235,yip,sino1245/burm1265/lolo1265/lolo1267,sino1245,Sino-Tibetan,phol1235,Pholo,language,threatened
nuso1234,Nusoish,,,,nuso1234,,sino1245/burm1265/lolo1265/lolo1267,sino1245,Sino-Tibetan,,,family,
hani1249,Hani-Jino,,,,hani1249,,sino1245/burm1265/lolo1265/lolo1267,sino1245,Sino-Tibetan,,,family,
lahu1252,Lahu Shi,Eurasia,21.2078,100.97,lahu1252,lhi,sino1245/burm1265/lolo1265/lolo1267/laho1234,sino1245,Sino-Tibetan,lahu1252,Lahu Shi,language,not endangered
kuco1235,Kucong,Eurasia,22.26,101.25,kuco1235,lkc,sino1245/burm1265/lolo1265/lolo1267/laho1234,sino1245,Sino-Tibetan,kuco1235,Kucong,language,threatened
lahu1253,Lahu,Eurasia,21.2701,100.214,lahu1253,lhu,sino1245/burm1265/lolo1265/lolo1267/laho1234,sino1245,Sino-Tibetan,lahu1253,Lahu,language,not endangered
lahu1254,Lahu Phung,Eurasia,,,lahu1254,,sino1245/burm1265/lolo1265/lolo1267/laho1234/lahu1253,sino1245,Sino-Tibetan,lahu1253,Lahu,dialect,
sheh1238,Shehleh,Eurasia,,,sheh1238,,sino1245/burm1265/lolo1265/lolo1267/laho1234/lahu1253,sino1245,Sino-Tibetan,lahu1253,Lahu,dialect,
naaa1244,Na (Lahu),Eurasia,,,naaa1244,,sino1245/burm1265/lolo1265/lolo1267/laho1234/lahu1253,sino1245,Sino-Tibetan,lahu1253,Lahu,dialect,
nyii1239,Nyi,Eurasia,,,nyii1239,,sino1245/burm1265/lolo1265/lolo1267/laho1234/lahu1253,sino1245,Sino-Tibetan,lahu1253,Lahu,dialect,
sout3212,Southeastern Ngwi,,,,sout3212,,sino1245/burm1265/lolo1265/lolo1267/nili1235,sino1245,Sino-Tibetan,,,family,
lawo1234,Lawoish,,,,lawo1234,,sino1245/burm1265/lolo1265/lolo1267/nili1235,sino1245,Sino-Tibetan,,,family,
kazh1234,Kazhouish,,,,kazh1234,,sino1245/burm1265/lolo1265/lolo1267/nili1235,sino1245,Sino-Tibetan,,,family,
liso1234,Lisoid,,,,liso1234,,sino1245/burm1265/lolo1265/lolo1267/nili1235,sino1245,Sino-Tibetan,,,family,
niso1234,Nisoid,,,,niso1234,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212,sino1245,Sino-Tibetan,,,family,
high1272,Highland Phula,,,,high1272,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212,sino1245,Sino-Tibetan,,,family,
sani1266,Axioid,,,,sani1266,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212,sino1245,Sino-Tibetan,,,family,
rive1256,Riverine Phula,,,,rive1256,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212,sino1245,Sino-Tibetan,,,family,
unun9957,Unclassified Southeastern Ngwi,,,,unun9957,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212,sino1245,Sino-Tibetan,,,family,
nisu1237,Nisu-Nyisu,,,,nisu1237,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234,sino1245,Sino-Tibetan,,,family,
nucl1739,Nuclear Nisoid,,,,nucl1739,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234,sino1245,Sino-Tibetan,,,family,
nisu1238,Nisu,,,,nisu1238,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nisu1237,sino1245,Sino-Tibetan,,,family,
nyis1235,Nyisu,Eurasia,24.687297,103.59811,nyis1235,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nisu1237,sino1245,Sino-Tibetan,nyis1235,Nyisu,language,
sout2723,Southern Nisu,Eurasia,23.058,101.412,sout2723,nsd,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nisu1237/nisu1238,sino1245,Sino-Tibetan,sout2723,Southern Nisu,language,moribund
nort2717,North Nisu,,,,nort2717,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nisu1237/nisu1238,sino1245,Sino-Tibetan,,,family,
farn1234,Far Northwestern Nisu,Eurasia,25.646902,99.684187,farn1234,nsf,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nisu1237/nisu1238,sino1245,Sino-Tibetan,farn1234,Far Northwestern Nisu,language,not endangered
east2349,Eastern Nisu,Eurasia,23.9843,102.694,east2349,nos,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nisu1237/nisu1238/nort2717,sino1245,Sino-Tibetan,east2349,Eastern Nisu,language,threatened
nort2718,Northern Nisu,Eurasia,24.408,102.456,nort2718,yiv,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nisu1237/nisu1238/nort2717,sino1245,Sino-Tibetan,nort2718,Northern Nisu,language,threatened
esha1238,Eshan Nasu,Eurasia,,,esha1238,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nisu1237/nisu1238/nort2717/nort2718,sino1245,Sino-Tibetan,nort2718,Northern Nisu,dialect,
xinp1238,Xinping Nisu,Eurasia,,,xinp1238,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nisu1237/nisu1238/nort2717/nort2718,sino1245,Sino-Tibetan,nort2718,Northern Nisu,dialect,
nasu1236,Nasu-Nosu,,,,nasu1236,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739,sino1245,Sino-Tibetan,,,family,
unun9956,Unclassified Nuclear Nisoid,,,,unun9956,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739,sino1245,Sino-Tibetan,,,family,
awuu1235,Southern Awu (Lope),Eurasia,25.395,103.306,awuu1235,yiu,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739,sino1245,Sino-Tibetan,awuu1235,Southern Awu (Lope),language,threatened
nesu1234,Nesu-Nasu,,,,nesu1234,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236,sino1245,Sino-Tibetan,,,family,
sich1238,Sichuan Yi,Eurasia,28.1947,102.121,sich1238,iii,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236,sino1245,Sino-Tibetan,sich1238,Sichuan Yi,language,not endangered
nesu1235,Nesu,,,,nesu1235,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234,sino1245,Sino-Tibetan,,,family,
nasu1237,Nasu-Gepu,,,,nasu1237,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234,sino1245,Sino-Tibetan,,,family,
wusa1235,Wusa Nasu,Eurasia,25.7707,102.367,wusa1235,yig,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nesu1235,sino1245,Sino-Tibetan,wusa1235,Wusa Nasu,language,not endangered
wume1235,Wumeng Nasu,Eurasia,27.574,103.646,wume1235,ywu,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nesu1235,sino1245,Sino-Tibetan,wume1235,Wumeng Nasu,language,threatened
dafa1241,Dafang,Eurasia,,,dafa1241,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nesu1235/wusa1235,sino1245,Sino-Tibetan,wusa1235,Wusa Nasu,dialect,
